gds_jan_cd,,gdm_media_name,gds_tax_type,,,gdm_media_cd,
9784903127156,ｼﾕﾌ ﾄ ﾛｳﾄﾞｳ ﾉ ﾓﾂﾚ ｿﾉ ｿｳﾃﾝ ﾄ ｳﾝﾄﾞｳ,主婦と労働のもつれ,1,3520,0,42300,1
9784860114473,ｴｲｺｸ ﾛﾂｸﾀﾞｳﾝ 100 ﾆﾁ ﾆﾂｷ ﾋﾔｸﾆﾁ,英国ロックダウン１００日日記,1,1595,0,42200,1
9784326654147,ﾏﾝｺﾞ- ﾄ ｼﾕﾘﾕｳﾀﾞﾝ ｾｲｶﾂｼ ﾉ ﾘﾛﾝ,マンゴーと手榴弾　生活史の理論,1,2750,0,42300,1
9784093866057,ﾜﾀｼ ﾉ ｶﾚ- ｵ ﾀﾍﾞﾃ ｸﾀﾞｻｲ,私のカレーを食べてください,1,1760,0,42100,1
9784344027268,ﾜﾀｼﾀﾁ ﾜ ｿﾉ ｱｶﾝﾎﾞｳ ｵ ｵｳｴﾝ ｽﾙ ｺﾄ ﾆ ｼﾀ,わたしたちはその赤ん坊を応援することにし,1,1540,0,42100,1
9784904850978,ﾅﾂｶｼｲ ﾆﾎﾝ ﾉ ﾄﾞ-ﾙ ﾊｳｽ ｿﾞｳｶﾝ ｸﾘｴｲﾀ- 18,懐かしい日本のドールハウス　増刊Ｃ　１８,1,2200,0,46180,1
9784065199497,ｻﾞ ﾎｸｻｲ ﾌｶﾞｸ ｻﾝｼﾞﾕｳﾛﾂｹｲ ｱ-ﾄ ﾎﾞﾂｸｽ,ＴＨＥ北斎富嶽三十六景ＡＲＴ　ＢＯＸ,1,2420,0,46300,1
9784908062186,ｱﾗｷ ﾉﾌﾞﾖｼ ｾﾝﾁﾒﾝﾀﾙ ﾅ ﾀﾋﾞ 1971 ｶﾗ 2017 ｶﾗ,荒木経惟　センチメンタルな旅　１９７１－,1,3190,0,46180,1
9784001140866,ﾎﾞｸ ｶﾞ ﾎﾞｸ ﾃﾞ ｱﾙ ｺﾄ,ぼくがぼくであること,1,836,0,47100,1
9784152100078,ｼﾙｸﾛ-ﾄﾞ,シルクロード,1,3080,0,42180,1
9784041081884,ﾜﾀｸｼ ﾜ ﾕｳﾚｲ ｵ ﾐﾅｲ,私は幽霊を見ない,1,1650,0,42200,1
9784093866064,ﾃﾞﾝｼﾔ ﾉ ｵｼﾞｻﾝ,電車のおじさん,1,1650,0,42100,1
9784295200062,ｺﾂｷ ﾉ ｺｳｹﾞﾝｶﾞｸ,国旗の考現学,1,980,0,41400,1
9784163912998,ﾃﾞﾝﾄｳ ｹﾞｲﾉｳ ﾉ ｶｸﾒｲｼﾞﾀﾁ,伝統芸能の革命児たち,1,1650,0,42200,1
9784046015389,ｺﾚﾓｼﾕｷﾞﾖｳﾉｳﾁ ｼﾞﾂｾﾝｱﾗﾕﾙﾅﾔﾐﾆﾊﾝﾉｳ,これも修業のうち。　―実践！あらゆる悩み,1,1320,0,47700,1
9784898154748,ﾊｼﾞﾒﾃﾉｻｳﾅ,はじめてのサウナ,1,1540,0,46100,1
9784756247803,ｱﾀﾗｼｲ ﾄｻﾞﾝ ｱﾝﾅｲ ｼﾕﾐ ﾄ ｷﾌﾞﾝ ﾃﾞ ｴﾗﾍﾞﾙ ﾔﾏ,あたらしい登山案内　趣味と気分で選べる山,1,1760,0,46300,1
9784480832092,ﾀﾋﾞ ﾉ ｽｹﾂﾁ ﾄ-ﾍﾞ ﾔﾝｿﾝ ｼﾖｷ ﾀﾝﾍﾟﾝｼﾕｳ,旅のスケッチ,1,1760,0,42180,1
9784065225486,ﾅｿﾞﾄｷ ｼﾝｶｲ 1 ﾏﾝﾒ-ﾄﾙ,なぞとき深海１万メートル,1,1980,0,44180,1
9784864473453,ﾂﾘﾊﾞｶ ｶｲﾀｲ ｼﾝｼﾖ,釣りバカ解体新書,1,1650,0,46110,1
9784750514857,ﾒﾒﾝﾄﾓﾘ ｼﾞﾔ-ﾆ-,メメントモリ・ジャーニー,1,1760,0,42200,1
9784105072414,ｳﾅｷﾞ ｶﾞ ｺｷﾖｳ ﾆ ｶｴﾙ ﾄｷ,ウナギが故郷に帰るとき,1,2420,0,42180,1
9784621303023,ﾁｲｻﾅ ﾁｷﾕｳ ﾉ ｵｵｷﾅ ｾｶｲ ﾌﾟﾗﾈﾀﾘ- ﾊﾞｳﾝﾀﾞﾘ- ﾄ,小さな地球の大きな世界　プラネタリー・バ,1,3520,0,44180,1
9784309625089,ﾀﾞｲｺｳｽﾞｲ ｶﾞ ｼﾝﾜ ﾆ ﾅﾙ ﾄｷ ｼﾞﾝﾙｲ ﾄ ｺｳｽﾞｲ,大洪水が神話になるとき－人類と洪水五〇〇,1,1760,0,42440,1
9784406059510,ｵﾅｶ ｶﾞ ｽｲﾀ ﾊﾗﾍﾟｺ ﾀﾞ,おなかがすいたハラペコだ。,1,1430,0,42200,1
9784635202190,ﾏﾘｺﾌﾝ ﾉ ｺﾌﾝ ﾌﾞｯｸ,まりこふんの古墳ブック,1,1650,0,48102,1
9784582635157,ｴｲｺｸ ｷﾕ- ｵｳﾘﾂ ｼﾖｸﾌﾞﾂｴﾝ ﾃｲｴﾝ ﾄ ｼﾖｸﾌﾞﾂｶﾞ ﾉ,英国キュー王立植物園　庭園と植物画の旅,1,1980,0,44160,1
9784768311011,,商品名未定,1,1870,0,46180,1
9784863110663,ｼﾔｼﾝ ﾀｲﾜｼﾕｳ ﾄｲｶｹﾙ ﾌｳｹｲ,写真対話集　問いかける風景,1,1870,0,46180,1
9784865030280,ｲﾇ ﾄ ｱﾐﾀｲﾂ,犬と網タイツ,1,3850,0,46180,1
9784775529430,ﾋﾏﾂﾌﾞｼｼﾕｳ,ひまつぶ刺しゅう,1,1650,0,46100,1
9784480818508,ﾄﾞﾗｲﾌﾞｲﾝ ﾀﾝﾎﾞｳ,ドライブイン探訪,1,1870,0,42200,1
9784860646530,ﾆﾂﾎﾟﾝ ﾚﾂﾄｳ ﾉ ﾃﾞｺﾎﾞｺ ﾌｳｹｲ ｵ ﾖﾑ,日本列島の「でこぼこ」風景を読む,1,1870,0,44180,1
9784877513788,ｴｷﾍﾞﾝ ｶｹｶﾞﾐ ﾓﾉｶﾞﾀﾘ ｺｺﾝ ﾄｳｻﾞｲ ﾆﾎﾝ ｵ ｱｼﾞﾜｳ,駅弁掛け紙ものがたり　古今東西日本を味わ,1,1760,0,48102,1
9784416516508,ｶﾜｲｲ ｵﾘｶﾞﾐｻﾞｲｸ ｵﾘｶﾞﾐ ｻﾞｲｸ,カワイイヲリガミ細工,1,1650,0,46100,1
9784344912182,ｱﾅﾀ ﾓ ﾄﾘｺ ﾆ ﾅﾙ ｱﾝﾃｲ-ｸ ｺｲﾝ,あなたも虜になるアンティークコイン,1,1540,0,46300,1
9784806716204,ｼﾖｸﾀｸ ｵ ｶｴﾀ ｼﾖｸﾌﾞﾂｶﾞｸｼﾔ,食卓を変えた植物学者,1,3190,0,44160,1
9784396635794,ｻﾝｶｸ,さんかく,1,1650,0,42100,1
9784863521186,ｼﾓﾆﾀﾈｷﾞ ﾉ ﾎﾝ ｼﾓﾆﾀ ﾈｷﾞ,下仁田ねぎの本,1,1100,0,44210,1
9784582836608,ｳﾏﾚﾀ ﾄｷ ｶﾗ ｱﾙﾃﾞﾝﾃ,生まれた時からアルデンテ,1,1650,0,42200,1
9784794968593,ﾀﾝﾎﾟﾎﾟ ﾉ ｵｻｹ ｷﾞｷﾖｸﾊﾞﾝ,たんぽぽのお酒　戯曲版,1,1870,0,42180,1
9784622087816,ﾀﾍﾞﾀｸﾅﾙ ﾎﾝ,食べたくなる本,1,2970,0,42200,1
9784046043467,ｴﾝｼﾞﾖｲ ｸﾗﾌﾄ ﾋﾞ-ﾙ,エンジョイ！クラフトビール,1,1650,0,46100,1
9784766001822,ｷﾇｹ ｺﾞﾊﾝ,気ぬけごはん,1,1430,0,44200,1
9784062202084,ｱｲ ﾉ ﾀｲﾅﾝ,愛の台南,1,1650,0,48102,1
9784040641720,ｹﾝｶ ｼﾞﾖｳﾄｳ ｲﾂﾃﾞﾓ ｿﾊﾞ ﾆ,ケンカじょうとういつでもそばに,1,1760,0,46100,1
9784832235458,ﾋﾟﾘ ﾌﾜ ﾂ-ﾝ 1,ぴりふわつーん　　　１,1,649,0,40200,1
9784422440071,ｳﾂｸｼｲ ｱﾝﾃｲ-ｸ ｺｳﾌﾞﾂｶﾞ ﾉ ﾎﾝ,美しいアンティーク鉱物画の本,1,1650,0,44180,1
9784062881920,ｴﾄﾞ ﾉ ｺﾊﾞﾝ ｹﾞ-ﾑ,江戸の小判ゲ－ム,1,814,0,41400,1
9784480689726,ｱｲﾄﾞﾙ ﾆ ﾅﾘﾀｲ,アイドルになりたい！,1,858,0,41400,1
9784863941014,ｶﾝﾔｸ 7 ﾂ ﾉ ｼﾕｳｶﾝ 30 ｼﾕｳﾈﾝ ｷﾈﾝﾊﾞﾝ ﾅﾅﾂ,完訳　７つの習慣　３０周年記念版,1,2420,0,43400,1
9784344031555,ｶｸﾒｲ ﾉ ﾌｱﾝﾌｱ-ﾚ ｹﾞﾝﾀﾞｲ ﾉ ｵｶﾈ ﾄ ｺｳｺｸ,革命のファンファーレ　現代のお金と広告,1,1527,0,42200,1
9784478111451,ﾜ-ｸﾏﾝｼｷ ｼﾅｲ ｹｲｴｲ 4000 ｵｸｴﾝ ﾉ ｸｳﾊｸ ｼｼﾞﾖｳ,ワークマン式「しない経営」　４０００億円,1,1760,0,43400,1
9784863241510,ﾎﾞｸ ﾆﾜ ｺﾚ ｼｶ ﾅｶﾂﾀ,ぼくにはこれしかなかった。,1,1540,0,42200,1
9784863916715,ﾗｲﾌ ﾊﾟﾂｷﾝｸﾞ ﾐﾗｲ ｵ ｲｷﾙ ﾀﾒ ﾉ ﾓﾉ ﾄ ﾁｴ LIFE,ＬＩＦＥ　ＰＡＣＫＩＮＧ,1,1760,0,42200,1
9784163903699,ﾅｲ ｼｺﾞﾄ ﾉ ﾂｸﾘｶﾀ,「ない仕事」の作り方,1,1375,0,42200,1
9784761270438,ｴﾂｾﾝｼﾔﾙ ｼｺｳ ｻｲｼﾖｳ ﾉ ｼﾞｶﾝ ﾃﾞ ｾｲｶ ｵ ｻｲﾀﾞｲ,エッセンシャル思考　最少の時間で成果を最,1,1760,0,47700,1
9784295200949,ｶｿｳ ｸｳｶﾝ ﾄ ﾌﾞｲｱ-ﾙ,仮想空間とＶＲ,1,1980,0,43400,1
9784569837482,ｾｶｲ ﾆ ﾋﾄﾂ ﾀﾞｹ ﾉ ﾍﾞﾝｷﾖｳﾎｳ,世界に一つだけの勉強法,1,1540,0,42200,1
9784904292921,ﾌﾞ-ﾄﾞｳ- ﾗｳﾝｼﾞ,ブードゥーラウンジ,1,1980,0,42200,1
9784835646251,ｳﾀ ﾉ ｼｸﾐ ｶﾝｾﾞﾝﾊﾞﾝ,うたのしくみ　増補完全版,1,1980,0,46210,1
9784416620632,ｾﾞﾝｺｸ ﾔｸﾖｹ ｷﾖｳﾄﾞ ｶﾞﾝｸﾞ,全国厄除け郷土玩具,1,1980,0,46180,1
9784152090393,ﾔｿｳｷﾖｸｼﾕｳ ｵﾝｶﾞｸ ﾄ ﾕｳｸﾞﾚ ｵ ﾒｸﾞﾙ ｲﾂﾂ ﾉ,夜想曲集　音楽と夕暮れをめぐる五つの物語,1,1760,0,42180,1
9784620326504,ﾛﾍﾝ ﾉ ｶｾﾞｵﾄ,炉辺の風おと,1,1760,0,42200,1
9784798165387,ｺｺ ﾜ ｳｵ-ﾀ- ﾌｵ-ﾙｼ ｱｼﾞﾔｲﾙﾏﾁ ｽﾄ-ﾘ- ﾃﾞ ﾏﾅﾌﾞ,ここはウォーターフォール市、アジャイル町,1,2508,0,44500,1
9784752008521,ﾅﾆﾕ-ｸﾀﾁ ﾉ ｾｲｻﾞ,ナニュークたちの星座,1,1430,0,42100,1
9784334951566,ｻﾞ ﾔﾝｸﾞ ｳｲﾒﾝｽﾞ ﾊﾝﾄﾞﾌﾞﾂｸ,Ｔｈｅ　Ｙｏｕｎｇ　Ｗｏｍｅｎ’ｓ　Ｈａｎｄｂｏｏｋ,1,1540,0,42200,1
9784120053979,ﾓﾊﾔ ﾎﾞｸ ﾜ ﾆﾝｹﾞﾝ ｼﾞﾔﾅｲ,もはや僕は人間じゃない,1,1210,0,42200,1
9784815606367,ｶﾅｼﾐ ﾉ ﾖﾙ ﾆ ｶﾋﾟﾊﾞﾗ ｶﾞ ｵｼｴﾃ ｸﾚﾀ ﾀｲｾﾂﾅ ｺﾄ,悲しみの夜にカピバラが教えてくれた大切なこと,1,1496,0,42100,1
9784396791032,ﾅﾝﾃ ｺﾄ ﾅｲ ﾌﾂｳ ﾉ ﾖﾙ ﾆ,なんてことないふつうの夜に,1,924,0,40200,1
9784569847016,ﾀﾞﾝｾｲ ﾉ ｲｸｷﾕｳ,男性の育休,1,968,0,41400,1
9784657200136,ｴｲ ﾄ ｾﾞﾂﾄ,ＡとＺ,1,990,0,46170,1
9784766135459,ｲﾝｻﾂ ｶﾐﾓﾉ ｺｳｼﾞﾖｳ ｹﾝｶﾞｸｷ,印刷・紙もの、工場見学記,1,2200,0,46300,1
9784103359524,ｲｴ ﾉ ﾅｶ ﾃﾞ ﾏｲｺﾞ,家の中で迷子,1,1540,0,42100,1
9784103521426,ｵﾓｶｹﾞ,母影,1,1430,0,42100,1
9784408339481,ｷﾂｻｼﾞﾝｶﾞｶｸｶﾀﾘｷ,喫茶人がかく語りき,1,1870,0,42200,1
9784864805223,ｳﾐ ｵ ﾜﾀﾂﾀ ﾆﾂﾎﾟﾝ ﾉ ｶｸﾞ,海を渡ったニッポンの家具,1,1980,0,46300,1
9784620326665,ﾑｸ ﾉ ｳﾀ,無垢の歌,1,1760,0,42180,1
9784163910208,ﾕﾒﾐﾙ ﾃｲｺｸ ﾄｼﾖｶﾝ,夢見る帝国図書館,1,2035,0,42100,1
9784896293692,ﾜｸｾｲ,惑星,1,1980,0,42200,1
9784488011024,ｱﾉ ﾎﾝ ﾜ ﾖﾏﾚﾃ ｲﾙ ｶ,あの本は読まれているか,1,1980,0,42180,1
9784791773510,ﾋﾂﾌﾟ ﾎﾂﾌﾟ ﾓﾝｺﾞﾘｱ,ヒップホップ・モンゴリア,1,2860,0,42430,1
9784635230087,ｳﾀｳ ﾄﾘ ﾉ ｷﾓﾁ,歌う鳥のキモチ,1,1540,0,42200,1
9784103014324,ﾋﾂﾌﾟﾎﾂﾌﾟ ﾉ ｼｼﾞﾝﾀﾁ,ヒップホップの詩人たち,1,3960,0,42200,1
9784990889937,,ののの,1,1980,0,42100,1
9784909483676,ｾｶｲ ﾌﾞﾝｶﾞｸ ﾉ ﾆｼﾞﾕｳｲﾂｾｲｷ,世界文学の２１世紀,1,2475,0,42180,1
9784309029405,ｵﾓﾛｲｲｶﾞｲｲﾗﾝﾈﾝ,おもろい以外いらんねん,1,1540,0,42100,1
9784575243857,ﾂﾏﾗﾅｲ ｼﾞﾕｳﾀｸﾁ ﾉ ｽﾍﾞﾃ ﾉ ｲｴ,つまらない住宅地のすべての家,1,1760,0,42100,1
9784990889913,,落としもの,1,1980,0,42100,1
9784309027272,ﾎﾞｸ ﾜ ﾎﾝﾄｳ ﾆ ｲﾙﾉｻ,ぼくは本当にいるのさ,1,1595,0,42200,1
9784758413008,ﾅｶﾅｶ ｸﾚﾅｲ ﾅﾂ ﾉ ﾕｳｸﾞﾚ,なかなか暮れない夏の夕暮れ,1,1760,0,42100,1
9784787720818,ﾋﾞﾛｳﾊﾞ ﾎﾞｳｼ ﾉ ｼﾀ ﾃﾞ,びろう葉帽子の下で　新版,1,2860,0,42110,1
9784480804501,ﾁｭｳﾓﾝ ﾉ ｵｵｲ ﾁｭｳﾓﾝｼｮ,注文の多い注文書,1,1760,0,42100,1
9784040693163,ｵﾓﾃｻﾝﾄﾞｳ ﾉ ｾﾚﾌﾞｹﾝ ﾄ ｶﾊﾞ-ﾆﾔ ﾖｳｻｲ ﾉ ﾉﾗｲﾇ,表参道のセレブ犬とカバーニャ要塞の野良犬,1,1375,0,42200,1
9784087711349,ｼﾖｳｾﾂ ｷﾝｼﾚｲ ﾆ ｻﾝﾄﾞｳ ｽﾙ,小説禁止令に賛同する,1,1540,0,42100,1
9784022516596,ｲｶｻﾏ,如何様,1,1430,0,42100,1
9784103367338,ｲｷﾖｳ ﾉ ﾕｳｼﾞﾝ,異郷の友人,1,1540,0,42100,1
9784783735663,ｼﾖｳｾﾂ,小説,1,2640,0,42110,1
9784791702992,ｴﾘﾂｸ ｻﾃｲ ﾉ ｾｶｲ,エリック・サティの世界,1,2310,0,40130,1
9784652200070,ｹﾞﾝﾀﾞｲｺﾞ ﾃﾞ ﾖﾑ ｳﾏﾚﾃﾞｽﾞﾙ ﾅﾔﾐ ｳﾏﾚ ﾃﾞｽﾞﾙ,現代語で読む　生まれ出づる悩み,1,1320,0,42100,1
9784791771943,ｽﾙ ｻﾚﾙ ﾕ-ﾄﾋﾟｱ,する、されるユートピア,1,1760,0,42110,1
9784904292952,ﾄﾞｺﾆ ﾃﾞﾓ ｱﾙ ｹ-ｷ,どこにでもあるケーキ,1,1870,0,42110,1
9784862722461,ﾀﾝﾎﾟﾙﾎﾟﾙ,たんぽるぽる,1,1870,0,42110,1
9784865343465,,北山あさひ　崖にて　第一歌集,1,2200,0,42110,1
9784907474089,ｽｺｼ ｵﾅｶ ｽｲﾃ ｷﾀ,すこしおなかすいてきた,1,1430,0,42100,1
9784480815477,ﾋﾐﾂ ﾉ ｼﾂﾓﾝ,ひみつのしつもん,1,1760,0,42200,1
9784752002901,ﾕｳ ﾕｳ,ゆう／夕,1,1430,0,42100,1
9784344035331,ｻｶﾞｼﾓﾉ ﾜ ｽｸﾞ ｿｺﾆ,探し物はすぐそこに,1,1540,0,42100,1
9784909926043,ｶｲｿﾞｸ ﾙ ｺﾙｾｲﾕ LE CORSAIRE,海賊　Ｌｅ　Ｃｏｒｓａｉｒｅ,1,2200,0,46210,1
9784909926074,ﾊｸﾁﾖｳ ﾉ ﾐｽﾞｳﾐ,白鳥の湖,1,2200,0,46210,1
9784594085735,ﾓ-ﾄﾞｺﾞ ﾉ ｾｶｲ,モード後の世界,1,1650,0,42200,1
9784149110271,ｼﾞﾀﾞｲ ｵ ﾏﾄｳ ﾌｱﾂｼﾖﾝ,ＮＨＫＳこころ～時代をまと,1,838,0,40130,1
9784416620274,ｳﾞｲｼﾞﾕｱﾗｲｽﾞ ﾛｸｼﾞﾕｳ,ＶＩＳＵＡＬＩＺＥ６０,1,3080,0,46300,1
9784334952341,ﾄﾞﾗﾏｽﾀｲﾘｽﾄﾄｲｳｼｺﾞﾄ ﾌｱﾂｼﾖﾝﾃﾞﾔｸｶﾞ,ドラマスタイリストという仕事　ファッショ,1,1760,0,42200,1
9784756255020,ｵｻﾑ ｸﾞﾂｽﾞ ｽﾀｲﾙ,オサムグッズスタイル　増補改訂版,1,3080,0,46300,1
9784775528525,ﾕｳ ﾅｶﾞﾊﾞ,ＹＵ　ＮＡＧＡＢＡ,1,1210,0,41400,1
9784865280241,ｽｲﾁﾕｳ ﾃﾞ ｸﾁﾌﾞｴ,水中で口笛,1,1870,0,42110,1
9784047361508,ﾋｶﾘ ﾉ ｽｱｼ,ひかりの素足,1,825,0,40200,1
9784103527619,ｷｴﾓﾉ,きえもの,1,1870,0,42100,1
9784910413006,ｲﾂｶ ﾀｺﾌﾞﾈ ﾆ ﾅﾙ ﾋ,いつかたこぶねになる日,1,1980,0,42200,1
9784865281330,ｻｸﾗ ｾﾞﾝｾﾝ ｶｲｶ ｾﾝｹﾞﾝ ﾎﾞ-ﾝ ｱﾌﾀ- 1970,桜前線開架宣言　Ｂｏｒｎ　ａｆｔｅｒ,1,2420,0,42200,1
9784491031682,ﾅﾝﾉ ﾀﾒ ﾆ ｶﾂ ﾉｶ ﾗｸﾞﾋﾞ- ﾆﾎﾝ ﾀﾞｲﾋﾖｳ ｵ ｹﾂｿｸ,なんのために勝つのか。　ラグビー日本代表,1,1540,0,46110,1
9784750333748,ﾋﾝｺﾝ ﾄﾜ ﾅﾆｶ ｶﾞｲﾈﾝ ｹﾞﾝｾﾂ ﾎﾟﾘﾃｲｸｽ,貧困とはなにか　概念・言説・ポリティクス,1,2640,0,42300,1
9784860521264,ｲｼ ｺﾛｶﾞﾂﾄｲﾀﾗ ｴｴﾔﾝ,石、転がっといたらええやん。,1,1485,0,46210,1
9784255011080,ｵｳﾌｸ ｼﾖｶﾝ ﾑﾓｸﾃｷﾅ ｼｻｸ ﾉ ｵｳﾄｳ,往復書簡無目的な思索の応答,1,1650,0,42200,1
9784103537915,ﾖﾉﾅｶ ﾄ ｱｼﾅﾐ ｶﾞ ｿﾛﾜﾅｲ,世の中と足並みがそろわない,1,1485,0,42200,1
9784041097793,ｷﾉｳ ﾎｼ ｵ ｻｶﾞｼﾀ ｲｲﾜｹ,昨日星を探した言い訳,1,1650,0,42100,1
9784344031944,ﾀﾕﾀｴﾄﾞﾓ ｼｽﾞﾏｽﾞ,たゆたえども沈まず,1,1760,0,42100,1
9784763004208,ﾁﾖｺﾚ-ﾄ ｱﾝﾀﾞ- ｸﾞﾗｳﾝﾄﾞ,チョコレート・アンダーグラウンド,1,1320,0,42180,1
9784037500207,ｾｲﾚｲ ﾉ ﾓﾘﾋﾞﾄ,精霊の守り人,1,990,0,47100,1
9784087716894,ｽｷﾏﾜﾗｼ,スキマワラシ,1,1980,0,42100,1
9784309029269,ﾌﾀﾘﾃﾞﾁﾖｳﾄﾞ200ﾊﾟｰｾﾝﾄ,ふたりでちょうど２００％,1,1760,0,42100,1
9784140802236,ｿﾌｲ- ﾉ ｾｶｲ,ソフィーの世界,1,2669,0,42180,1
9784152094605,ｶﾐﾂﾅｹﾞｶﾚﾗｶﾞﾎﾝﾉｶﾐｵﾂｸﾂ,紙つなげ！彼らが本の紙を造って,1,1650,0,42200,1
9784592711292,ﾆﾋｷﾒ ﾉ ｷﾝｷﾞﾖ,二匹目の金魚,1,1078,0,40200,1
9784864880640,ｸﾘｶｴｽ ｹﾄﾞ,くりかえすけど,1,3520,0,42100,1
9784104299065,ﾜﾀﾘ ﾉ ｱｼｱﾄ,渡りの足跡,1,1430,0,42200,1
9784907580025,ｷﾘ ﾉ ｲﾇ ｱ ﾄﾞﾂｸﾞ ｲﾝ ｻﾞ ﾌｵｸﾞ A DOG IN THE,霧の犬　ａ　ｄｏｇ　ｉｎ　ｔｈｅ　ｆｏｇ,1,1980,0,42100,1
9784065218426,ﾃﾞｲ ﾄｳ ﾃﾞｲ,Ｄａｙ　ｔｏ　Ｄａｙ,1,1760,0,42100,1
9784750515304,ｶｶﾞﾐ ﾉ ｸﾆ ﾉ ｱﾘｽ,鏡の国のアリス,1,1870,0,42180,1
9784750514284,ﾌｼｷﾞﾉｸﾆﾉｱﾘｽ,不思議の国のアリス,1,1760,0,42180,1
9784309028743,ﾇｲｸﾞﾙﾐ ﾄ ｼﾔﾍﾞﾙ ﾋﾄ ﾜ ﾔｻｼｲ,ぬいぐるみとしゃべる人はやさしい,1,1760,0,42100,1
9784163908588,ﾓｳ ﾊｲ ﾄ ｼｶ ｲｴﾅｲ,もう「はい」としか言えない,1,1595,0,42100,1
9784103522720,ｼﾖﾊﾟﾝ ｿﾞﾝﾋﾞ ｺﾝﾃｽﾀﾝﾄ,ショパンゾンビ・コンテスタント,1,1595,0,42100,1
9784906738328,ｻﾗﾊﾞ ﾎﾞﾍﾐﾔﾝ,さらばボヘミヤン,1,2640,0,42100,1
9784336050212,ﾕｶﾞﾐ ｼﾝｼﾞﾕ,歪み真珠,1,3080,0,42100,1
9784781611785,ｱﾏｿﾞﾝ ﾃﾞ ﾍﾝ ﾅ ﾓﾉ ｳﾂﾃﾙ AMAZON,Ａｍａｚｏｎで変なもの売ってる,1,1760,0,42100,1
9784065211199,ｶﾝｾﾞﾝﾊﾝｻﾞｲﾉｺｲ,完全犯罪の恋,1,1760,0,42100,1
9784480815569,ﾋﾔｸﾈﾝ ﾄ ｲﾁﾆﾁ,百年と一日,1,1540,0,42100,1
9784163907420,ﾘﾘｲ ﾋﾋﾞ ﾉ ｶｹﾗ LILY,Ｌｉｌｙ－日々のカケラ－,1,1980,0,42200,1
9784296101627,ｱﾌﾀ- ﾃﾞｼﾞﾀﾙ,アフターデジタル,1,2420,0,43400,1
9784863896178,ﾗｽﾄ ﾌﾚﾝｽﾞ,ラスト・フレンズ,1,1870,0,47100,1
9784087816716,ｿﾗ ｵ ﾕｸ ｷﾖｼﾞﾝ,空をゆく巨人,1,1870,0,42200,1
9784065178058,ﾜｶｸｻ ﾓﾉｶﾞﾀﾘ 1 ｱﾝﾄﾞ 2,若草物語　　　１＆２,1,2090,0,47100,1
9784087717426,ｺﾝｼﾞﾕｼﾞ,コンジュジ,1,1540,0,42100,1
9784103328124,ｼｽﾞﾑ ﾌﾗﾝｼｽ,沈むフランシス,1,1540,0,42100,1
9784041063262,ﾌｸｶﾞﾝｼﾞﾝ,複眼人,1,2420,0,42180,1
9784309207605,ｽﾍﾞﾃ ﾉ ｼﾛｲ ﾓﾉﾀﾁ ﾉ,すべての、白いものたちの,1,2200,0,42180,1
9784309024455,ﾄﾘｳﾁ ﾓ ﾖﾌｹ ﾆﾜ,鳥打ちも夜更けには,1,1650,0,42100,1
9784898155257,ｻﾊﾞｸ ｶﾞ ﾏﾁ ﾆ ﾊｲﾘｺﾝﾀﾞ ﾋ,砂漠が街に入りこんだ日,1,1980,0,42180,1
9784309208190,ﾎｼ ﾉ ﾄｷ,星の時,1,2695,0,42180,1
9784560092415,ﾏﾎｳ ﾉ ﾖﾙ,魔法の夜,1,2310,0,42180,1
9784861828157,ｽﾍﾞﾃ ｳﾁﾅﾙ ﾓﾉ ﾜ,すべて内なるものは,1,2640,0,42180,1
9784152099143,ﾕｳﾋ ﾉ ﾐﾁ ｵ ｷﾀ ｴ ﾕｹ,夕陽の道を北へゆけ,1,3410,0,42180,1
9784909646279,ﾌﾗｲﾃﾞ- ﾌﾞﾗﾂｸ,フライデー・ブラック,1,2420,0,42180,1
9784105901370,ｺﾞｶﾞﾂ ﾉ ﾕｷ,五月の雪,1,2200,0,42180,1
9784105901639,ﾄﾓﾀﾞﾁ,友だち,1,2200,0,42180,1
9784105901196,ｱﾅﾀ ｵ ｴﾗﾝﾃﾞ ｸﾚﾙ ﾓﾉ,あなたを選んでくれるもの,1,2530,0,42180,1
9784022517579,ﾐｶﾝ ﾉ ｱｼﾞ,ミカンの味,1,1760,0,42180,1
9784103358510,ﾋﾐﾂ ﾉ ｵｳｺｸ,ひみつの王国,1,2970,0,42200,1
9784140056035,ﾓﾉｽｺﾞｸ ｳﾙｻｸﾃ ｱﾘｴﾅｲ ﾎﾄﾞ ﾁｶｲ,ものすごくうるさくて、ありえないほど近い,1,2530,0,42180,1
9784309207254,ﾄﾙ ﾆ ﾀﾗﾅｲ ﾁｲｻﾅ ｲｷﾁｶﾞｲ,とるにたらないちいさないきちがい,1,2420,0,42180,1
9784309208145,ｱﾋﾙﾒｲﾒｲｶｲｷﾞ,アヒル命名会議,1,1980,0,42180,1
9784152100061,ｸﾗﾗﾄｵﾋｻﾏ,クララとお日さま,1,2750,0,42180,1
9784152098207,ﾅﾆ ｶﾞ ｱﾂﾃﾓ ｵｶｼｸﾅｲ,何があってもおかしくない,1,2530,0,42180,1
9784560072219,ﾄﾞ-ｷ- ｺﾓﾝｼﾞﾖ ｶｲｶﾞｲ ｼﾖｳｾﾂ ｴｲｴﾝ ﾉ ﾎﾝﾀﾞﾅ,ドーキー古文書　海外小説永遠の本棚,1,1980,0,41400,1
